u,v,key,osmid,oneway,lanes,highway,length,ref,maxspeed,bridge,name,junction,geometry
8944997872,81841336,0,521601357,False,,secondary,14.253,,,,East Hickory Street,,"LINESTRING (-97.1229342 33.2144063, -97.122781 33.214405)"
8944997872,81841333,0,521601357,False,,secondary,39.614,,,,East Hickory Street,,"LINESTRING (-97.1229342 33.2144063, -97.12336 33.21441)"
8944997874,8863376248,0,9974637,True,,residential,25.975,,,,Railroad Avenue,,"LINESTRING (-97.1259598 33.2147933, -97.1259599 33.2145597)"
8981395361,6753022567,0,9969705,False,,residential,13.655,,,,Oakland Street,,"LINESTRING (-97.1301817 33.2160651, -97.1301812 33.2159423)"
8981395361,6753022565,0,9969705,False,,residential,32.291,,,,Oakland Street,,"LINESTRING (-97.1301817 33.2160651, -97.1301828 33.2163555)"
8981395363,6024116493,0,9974293,False,2,secondary,55.883,,20 mph,,East Oak Street,,"LINESTRING (-97.130242 33.2155151, -97.1308427 33.2155191)"
8981395363,81861736,0,9974293,False,2,secondary,5.573,,20 mph,,East Oak Street,,"LINESTRING (-97.130242 33.2155151, -97.1301821 33.2155147)"
8981398438,81792894,0,555208680,True,2,primary,25.925,US 77;US 377,,,North Locust Street,,"LINESTRING (-97.1323344 33.2203371, -97.1323285 33.2205702)"
8981398440,3037626694,0,9963410,False,,residential,7.931,,,,Marshall Street,,"LINESTRING (-97.1318387 33.2204856, -97.1317552 33.2204712)"
8981398440,8981398446,0,9963410,False,,residential,39.503,,,,Marshall Street,,"LINESTRING (-97.1318387 33.2204856, -97.1322546 33.2205574)"
8981398446,8981398440,0,9963410,False,,residential,39.503,,,,Marshall Street,,"LINESTRING (-97.1322546 33.2205574, -97.1318387 33.2204856)"
8981398446,81792894,0,9963410,False,,residential,7.02,,,,Marshall Street,,"LINESTRING (-97.1322546 33.2205574, -97.1323285 33.2205702)"
8981398467,81763820,0,9961032,False,,secondary,22.004,,,,East Parkway Street,,"LINESTRING (-97.1320565 33.2181738, -97.13182 33.21817)"
8981398467,81763815,0,9961032,False,,secondary,31.03,,,,East Parkway Street,,"LINESTRING (-97.1320565 33.2181738, -97.13239 33.2181792)"
8981398474,8597334083,0,555208680,True,2,primary,19.386,US 77;US 377,,,North Locust Street,,"LINESTRING (-97.1323796 33.2185798, -97.1323751 33.2187541)"
8981398478,81780381,0,644907199,False,,residential,5.76,,,,North Austin Street,,"LINESTRING (-97.1314934 33.2184499, -97.13151 33.2184)"
8981398478,81780380,0,644907199,False,,residential,1.167,,,,North Austin Street,,"LINESTRING (-97.1314934 33.2184499, -97.13149 33.21846)"
9021546371,5791316785,0,521609562,False,,unclassified,19.827,,30 mph,,South Welch Street,,"LINESTRING (-97.1444027 33.2068109, -97.1444005 33.2069892)"
9021546371,8860768054,0,521609562,False,,unclassified,10.742,,30 mph,,South Welch Street,,"LINESTRING (-97.1444027 33.2068109, -97.1444039 33.2067143)"
9021546381,81831477,0,60323910,True,2,tertiary,3.826,,,,North Texas Boulevard,,"LINESTRING (-97.1530297 33.205995, -97.1530451 33.2060269)"
9021561700,7830733378,0,9981328,False,,residential,20.693,,,,North Cedar Street,,"LINESTRING (-97.1343093 33.2148013, -97.1343099 33.2146152)"
9021561700,7830824950,0,9981328,False,,residential,33.37,,,,North Cedar Street,,"LINESTRING (-97.1343093 33.2148013, -97.1343083 33.2151014)"
9021561703,7830824967,0,739625075,False,,residential,12.234,,,,Bolivar Street,,"LINESTRING (-97.1351763 33.215786, -97.1351789 33.215676)"
9021561703,7829595169,0,739625075,False,,residential,60.725,,,,Bolivar Street,,"LINESTRING (-97.1351763 33.215786, -97.1351632 33.216332)"
9021561707,3108263668,0,9966230,False,,residential,5.209,,,,Schmitz Avenue,,"LINESTRING (-97.1266385 33.2231733, -97.1265825 33.2231729)"
9021561707,8859246526,0,9966230,False,,residential,56.102,,,,Schmitz Avenue,,"LINESTRING (-97.1266385 33.2231733, -97.1272416 33.2231775)"
9021660765,7830816042,0,974877721,True,4,secondary,14.773,,,,North Carroll Boulevard,,"LINESTRING (-97.1371121 33.2150716, -97.1371311 33.2152035)"
9021660766,9021660767,0,260676686,True,4,secondary,19.581,,,,North Carroll Boulevard,,"LINESTRING (-97.1371179 33.2176527, -97.1371301 33.2178285)"
9021660767,8859155275,0,260676686,True,4,secondary,37.195,,,,North Carroll Boulevard,,"LINESTRING (-97.1371301 33.2178285, -97.1371305 33.218163)"
9021660768,8822806150,0,974877726,True,4,secondary,37.9,,,,North Carroll Boulevard,,"LINESTRING (-97.1371308 33.2189095, -97.1371373 33.2192503)"
9021660769,9021660770,0,974877728,True,4,secondary,15.711,,,,North Carroll Boulevard,,"LINESTRING (-97.1371122 33.219752, -97.137123 33.219893)"
9021660770,81939796,0,974877728,True,4,secondary,46.406,,,,North Carroll Boulevard,,"LINESTRING (-97.137123 33.219893, -97.1371165 33.2203103)"
9021660772,9021660773,0,974877732,True,3,secondary,40.512,,,,North Carroll Boulevard,,"LINESTRING (-97.1370959 33.2203992, -97.1370841 33.2207634)"
9021660773,9021660774,0,974877730,True,4,secondary,15.053,,,,North Carroll Boulevard,,"LINESTRING (-97.1370841 33.2207634, -97.1370977 33.2208983)"
9021660774,81875226,0,974877730,True,4,secondary,52.382,,,,North Carroll Boulevard,,"LINESTRING (-97.1370977 33.2208983, -97.1370821 33.2213692)"
9021660775,82000428,0,589753817,True,3,secondary,194.203,,,,North Carroll Boulevard,,"LINESTRING (-97.1370609 33.2214629, -97.136977 33.223208)"
9021660776,9021660777,0,974877733,True,4,secondary,16.721,,,,Carroll Boulevard,,"LINESTRING (-97.137152 33.2129707, -97.1371606 33.2131209)"
9021660777,7830824128,0,974877733,True,4,secondary,38.078,,,,Carroll Boulevard,,"LINESTRING (-97.1371606 33.2131209, -97.137154 33.2134633)"
9021660778,9021660776,0,974877735,True,3,secondary,31.305,,,,Carroll Boulevard,,"LINESTRING (-97.137147 33.2126892, -97.137152 33.2129707)"
9021660779,9021660780,0,974877736,True,4,secondary,16.573,,,,Carroll Boulevard,,"LINESTRING (-97.1371551 33.2120183, -97.1371717 33.2121667)"
9021660780,3037366933,0,974877736,True,4,secondary,43.678,,,,Carroll Boulevard,,"LINESTRING (-97.1371717 33.2121667, -97.1371689 33.2125595)"
9029256999,6749108434,0,365519044,True,2,secondary,7.87,,,,West Hickory Street,,"LINESTRING (-97.1449333 33.2146391, -97.1448487 33.2146386)"
9033084820,5060996619,0,974873273,True,2,secondary,46.458,,,,West Oak Street,,"LINESTRING (-97.1450998 33.2156789, -97.1455992 33.2156787)"
9033084822,9033084820,0,974873273,True,2,secondary,22.736,,,,West Oak Street,,"LINESTRING (-97.1448554 33.2156801, -97.1450998 33.2156789)"
9036693229,7052346677,0,256877979,False,,unclassified,27.541,,,,West Prairie Street,,"LINESTRING (-97.1432903 33.2104056, -97.1429943 33.2104016)"
9036693229,2973895704,0,256877979,False,,unclassified,18.144,,,,West Prairie Street,,"LINESTRING (-97.1432903 33.2104056, -97.1434853 33.2104083)"
9036693234,2973895704,0,256877979,False,,unclassified,4.959,,,,West Prairie Street,,"LINESTRING (-97.1435386 33.210409, -97.1434853 33.2104083)"
9036693234,5060969333,0,256877979,False,,unclassified,10.365,,,,West Prairie Street,,"LINESTRING (-97.1435386 33.210409, -97.14365 33.2104106)"
9036693260,2973895706,0,256877979,False,,unclassified,11.612,,,,West Prairie Street,,"LINESTRING (-97.1428207 33.210399, -97.1426959 33.2103971)"
9036693260,7052346677,0,256877979,False,,unclassified,16.153,,,,West Prairie Street,,"LINESTRING (-97.1428207 33.210399, -97.1429943 33.2104016)"
9036693267,9036693276,0,256877979,False,,unclassified,20.796,,,,West Prairie Street,,"LINESTRING (-97.1426358 33.2103963, -97.1424123 33.2103931)"
9036693267,2973895706,0,256877979,False,,unclassified,5.592,,,,West Prairie Street,,"LINESTRING (-97.1426358 33.2103963, -97.1426959 33.2103971)"
9036693276,9532548565,0,256877979,False,,unclassified,3.136,,,,West Prairie Street,,"LINESTRING (-97.1424123 33.2103931, -97.1423786 33.2103926)"
9036693276,9036693267,0,256877979,False,,unclassified,20.796,,,,West Prairie Street,,"LINESTRING (-97.1424123 33.2103931, -97.1426358 33.2103963)"
9036697799,8593878463,0,365519043,True,,secondary,10.94,,,,West Hickory Street,,"LINESTRING (-97.143688 33.2146317, -97.1435704 33.214631)"
9036701382,81989186,0,942213967,False,,unclassified,1.675,,,,West Sycamore Street,,"LINESTRING (-97.142782 33.2126028, -97.1428 33.212603)"
9036701382,8594052004,0,942213967,False,,unclassified,10.234,,,,West Sycamore Street,,"LINESTRING (-97.142782 33.2126028, -97.142672 33.2126018)"
9036701404,81989210,0,569686795,True,,unclassified,120.373,,,,West Sycamore Street,,"LINESTRING (-97.1505212 33.2126601, -97.1492273 33.212662)"
9036760834,7202637858,0,365519043,True,,secondary,22.411,,,,West Hickory Street,,"LINESTRING (-97.1428201 33.2146264, -97.1425792 33.2146249)"
9036760867,7830824148,0,9968958,False,,unclassified,50.154,,,,North Welch Street,,"LINESTRING (-97.1442361 33.2151572, -97.1442436 33.2147062)"
9036760867,8859155243,0,9968958,False,,unclassified,50.376,,,,North Welch Street,,"LINESTRING (-97.1442361 33.2151572, -97.1442285 33.2156102)"
9036760871,9042139698,0,739625069,True,2,secondary,37.557,,,,West Oak Street,,"LINESTRING (-97.142106 33.2156674, -97.1425097 33.2156708)"
9036760906,81797256,0,739625069,True,2,secondary,8.968,,,,West Oak Street,,"LINESTRING (-97.1399661 33.215646, -97.1400625 33.2156469)"
9036760936,81797257,0,739625069,True,2,secondary,24.431,,,,West Oak Street,,"LINESTRING (-97.1394094 33.2156406, -97.139672 33.2156431)"
9036760951,7205594471,0,365519043,True,,secondary,22.523,,,,West Hickory Street,,"LINESTRING (-97.1389035 33.2145898, -97.1386614 33.2145878)"
9038436816,6148153943,0,976725758,True,2,primary,6.038,US 77;US 377,,,South Locust Street,,"LINESTRING (-97.1324718 33.2143619, -97.1324717 33.2144162)"
9038443917,9038436816,0,118146061,True,2,primary,30.968,US 77;US 377,,,South Locust Street,,"LINESTRING (-97.1324722 33.2140834, -97.1324718 33.2143619)"
9038443918,9038443919,0,60324007,True,2,secondary,78.33,,20 mph,,West Oak Street,,"LINESTRING (-97.1326351 33.2155334, -97.1334769 33.2155489)"
9038443919,6148153953,0,976725761,True,2,secondary,7.584,,20 mph,,West Oak Street,,"LINESTRING (-97.1334769 33.2155489, -97.1335584 33.2155504)"
9038443920,9038443921,0,293940748,True,2,primary,79.984,US 77;US 377,,,North Elm Street,,"LINESTRING (-97.1336661 33.2154123, -97.1336868 33.2146932)"
9038443921,6148153949,0,976725763,True,2,primary,7.163,US 77;US 377,,,North Elm Street,,"LINESTRING (-97.1336868 33.2146932, -97.1336887 33.2146288)"
9042125168,9042125171,0,365519043,True,,secondary,11.741,,,,West Hickory Street,,"LINESTRING (-97.1399715 33.2146012, -97.1398453 33.2145998)"
9042125171,9042125180,0,365519043,True,,secondary,45.328,,,,West Hickory Street,,"LINESTRING (-97.1398453 33.2145998, -97.1393581 33.2145943)"
9042125180,81878592,0,365519043,True,,secondary,18.607,,,,West Hickory Street,,"LINESTRING (-97.1393581 33.2145943, -97.1391581 33.214592)"
9042139698,81797252,0,739625069,True,2,secondary,22.356,,,,West Oak Street,,"LINESTRING (-97.1425097 33.2156708, -97.14275 33.2156728)"
9042139701,81797253,0,739625069,True,2,secondary,52.983,,,,West Oak Street,,"LINESTRING (-97.1414104 33.2156599, -97.1419799 33.2156654)"
9042139704,9042139713,0,365519043,True,,secondary,15.863,,,,West Hickory Street,,"LINESTRING (-97.1408707 33.2146115, -97.1407002 33.2146095)"
9042139706,9042125168,0,365519043,True,,secondary,29.27,,,,West Hickory Street,,"LINESTRING (-97.1402861 33.2146048, -97.1399715 33.2146012)"
9042139713,9042139706,0,365519043,True,,secondary,38.527,,,,West Hickory Street,,"LINESTRING (-97.1407002 33.2146095, -97.1402861 33.2146048)"
9042139718,81904846,0,365519043,True,,secondary,16.355,,,,West Hickory Street,,"LINESTRING (-97.1416102 33.214619, -97.1414344 33.2146179)"
9042139721,9042139718,0,365519043,True,,secondary,33.603,,,,West Hickory Street,,"LINESTRING (-97.1419714 33.2146212, -97.1416102 33.214619)"
9042139786,81833840,0,9983941,False,,residential,24.959,,,,Gregg Street,,"LINESTRING (-97.1420917 33.2163195, -97.14236 33.21632)"
9042139786,81837844,0,9983941,False,,residential,157.296,,,,Gregg Street,,"LINESTRING (-97.1420917 33.2163195, -97.1404009 33.2163318)"
9042173427,81856888,0,1039239400,False,,tertiary,33.513,,,,East Prairie Street,,"LINESTRING (-97.1239031 33.2105688, -97.1242633 33.2105726)"
9042173427,8944824003,0,1039239400,False,,tertiary,94.324,,,,East Prairie Street,,"LINESTRING (-97.1239031 33.2105688, -97.1228893 33.210558)"
9042173432,81977733,0,9981968,False,,tertiary,112.243,,,,East Prairie Street,,"LINESTRING (-97.1243701 33.2105737, -97.1255765 33.2105856)"
9042173432,81856888,0,9981968,False,,tertiary,9.937,,,,East Prairie Street,,"LINESTRING (-97.1243701 33.2105737, -97.1242633 33.2105726)"
9042260184,81823369,0,737067183,False,,tertiary,46.63,,,,Scripture Street,,"LINESTRING (-97.1556379 33.2188612, -97.1551368 33.2188505)"
9042260184,7590874474,0,737067183,False,,tertiary,49.617,,,,Scripture Street,,"LINESTRING (-97.1556379 33.2188612, -97.1561711 33.2188726)"
9183679974,7830831190,0,656309441,True,3,secondary,16.271,,20 mph,,West Oak Street,,"LINESTRING (-97.1368915 33.2156182, -97.1370664 33.2156192)"
9183683831,2973835901,0,365519044,True,2,secondary,41.082,,,,West Hickory Street,,"LINESTRING (-97.1455271 33.2146414, -97.1450855 33.2146399)"
9375732066,8597404380,0,365519035,False,,tertiary,63.702,,,,Eagle Drive,,"LINESTRING (-97.1474783 33.2067036, -97.1481627 33.2067204)"
9375732066,81818271,0,1016511721,False,,tertiary,16.9,,,,Eagle Drive,,"LINESTRING (-97.1474783 33.2067036, -97.1472967 33.2067001)"
9375732067,8860768046,0,1016511722,False,,tertiary,93.075,,,,Eagle Drive,,"LINESTRING (-97.1471416 33.2066989, -97.1461414 33.2066818)"
9375732067,81818271,0,1016511722,False,,tertiary,14.431,,,,Eagle Drive,,"LINESTRING (-97.1471416 33.2066989, -97.1472967 33.2067001)"
9383265701,7921235212,0,1040402645,False,,secondary,49.916,,,,South Bell Avenue,,"LINESTRING (-97.1282459 33.2138249, -97.1282437 33.2142738)"
9383265701,9383265704,0,1040402645,False,,secondary,5.715,,,,South Bell Avenue,,"LINESTRING (-97.1282459 33.2138249, -97.1282462 33.2137735)"
9383265704,9383265701,0,1040402645,False,,secondary,5.715,,,,South Bell Avenue,,"LINESTRING (-97.1282462 33.2137735, -97.1282459 33.2138249)"
9383265704,9383265706,0,1040402645,False,,secondary,5.715,,,,South Bell Avenue,,"LINESTRING (-97.1282462 33.2137735, -97.1282465 33.2137221)"
9383265706,9383265704,0,1040402645,False,,secondary,5.715,,,,South Bell Avenue,,"LINESTRING (-97.1282465 33.2137221, -97.1282462 33.2137735)"
9383265706,9383265708,0,1040402645,False,,secondary,3.981,,,,South Bell Avenue,,"LINESTRING (-97.1282465 33.2137221, -97.1282466 33.2136863)"
9383265708,9383265706,0,1040402645,False,,secondary,3.981,,,,South Bell Avenue,,"LINESTRING (-97.1282466 33.2136863, -97.1282465 33.2137221)"
9383265708,9383265710,0,1040402645,False,,secondary,5.204,,,,South Bell Avenue,,"LINESTRING (-97.1282466 33.2136863, -97.1282469 33.2136395)"
9383265710,9383265708,0,1040402645,False,,secondary,5.204,,,,South Bell Avenue,,"LINESTRING (-97.1282469 33.2136395, -97.1282466 33.2136863)"
9383265710,81811770,0,1040402645,False,,secondary,20.582,,,,South Bell Avenue,,"LINESTRING (-97.1282469 33.2136395, -97.1282478 33.2134544)"
9385575180,81904089,0,9976636,False,2,residential,70.486,,,,Crescent Street,,"LINESTRING (-97.1605677 33.2252878, -97.15981 33.225279)"
9385575180,7051533759,0,9976636,False,2,residential,9.144,,,,Crescent Street,,"LINESTRING (-97.1605677 33.2252878, -97.160666 33.2252889)"
9385619524,81781851,0,747214098,False,4,secondary,39.926,,35 mph,,North Bonnie Brae Street,,"LINESTRING (-97.1611705 33.2249357, -97.1611577 33.2252946)"
9385619524,9385619533,0,747214098,False,4,secondary,28.479,,35 mph,,North Bonnie Brae Street,,"LINESTRING (-97.1611705 33.2249357, -97.1611796 33.2246797)"
9385619533,9385619524,0,747214098,False,4,secondary,28.479,,35 mph,,North Bonnie Brae Street,,"LINESTRING (-97.1611796 33.2246797, -97.1611705 33.2249357)"
9385619533,9385619540,0,747214098,False,4,secondary,29.624,,35 mph,,North Bonnie Brae Street,,"LINESTRING (-97.1611796 33.2246797, -97.1611891 33.2244134)"
9385619540,9385619533,0,747214098,False,4,secondary,29.624,,35 mph,,North Bonnie Brae Street,,"LINESTRING (-97.1611891 33.2244134, -97.1611796 33.2246797)"
9385619540,81781849,0,747214098,False,4,secondary,60.595,,35 mph,,North Bonnie Brae Street,,"LINESTRING (-97.1611891 33.2244134, -97.1612085 33.2238687)"
9385619545,81823074,0,953181028,False,2,residential,87.998,,,,Linden Drive,,"LINESTRING (-97.1607859 33.2238629, -97.15984 33.22385)"
9385619545,8859114003,0,953181028,False,2,residential,29.947,,,,Linden Drive,,"LINESTRING (-97.1607859 33.2238629, -97.1611078 33.2238673)"
9385619556,81781849,0,1040401674,False,4,secondary,47.503,,35 mph,,North Bonnie Brae Street,,"LINESTRING (-97.1612198 33.2234416, -97.1612085 33.2238687)"
9385619556,9385619566,0,1040401674,False,4,secondary,30.241,,35 mph,,North Bonnie Brae Street,,"LINESTRING (-97.1612198 33.2234416, -97.161227 33.2231697)"
9385619566,9385619556,0,1040401674,False,4,secondary,30.241,,35 mph,,North Bonnie Brae Street,,"LINESTRING (-97.161227 33.2231697, -97.1612198 33.2234416)"
9385619566,9385619575,0,1040401674,False,4,secondary,30.342,,35 mph,,North Bonnie Brae Street,,"LINESTRING (-97.161227 33.2231697, -97.1612343 33.2228969)"
9385619575,9385619566,0,1040401674,False,4,secondary,30.342,,35 mph,,North Bonnie Brae Street,,"LINESTRING (-97.1612343 33.2228969, -97.161227 33.2231697)"
9385619575,9385619578,0,1040401674,False,4,secondary,19.508,,35 mph,,North Bonnie Brae Street,,"LINESTRING (-97.1612343 33.2228969, -97.1612389 33.2227215)"
9385619578,9385619575,0,1040401674,False,4,secondary,19.508,,35 mph,,North Bonnie Brae Street,,"LINESTRING (-97.1612389 33.2227215, -97.1612343 33.2228969)"
9385619578,9385619581,0,1040401674,False,4,secondary,8.386,,35 mph,,North Bonnie Brae Street,,"LINESTRING (-97.1612389 33.2227215, -97.1612409 33.2226461)"
9385619581,9385619578,0,1040401674,False,4,secondary,8.386,,35 mph,,North Bonnie Brae Street,,"LINESTRING (-97.1612409 33.2226461, -97.1612389 33.2227215)"
9385619581,9385619585,0,1040401674,False,4,secondary,22.078,,35 mph,,North Bonnie Brae Street,,"LINESTRING (-97.1612409 33.2226461, -97.1612462 33.2224476)"
9385619585,9385619581,0,1040401674,False,4,secondary,22.078,,35 mph,,North Bonnie Brae Street,,"LINESTRING (-97.1612462 33.2224476, -97.1612409 33.2226461)"
9385619585,81781843,0,1040401674,False,4,secondary,75.987,,35 mph,,North Bonnie Brae Street,,"LINESTRING (-97.1612462 33.2224476, -97.1612643 33.2217644)"
9385634030,81781843,0,1040401674,False,4,secondary,17.526,,35 mph,,North Bonnie Brae Street,,"LINESTRING (-97.1612672 33.2216068, -97.1612643 33.2217644)"
9385634030,6852842979,0,1040401674,False,4,secondary,26.568,,35 mph,,North Bonnie Brae Street,,"LINESTRING (-97.1612672 33.2216068, -97.1612717 33.2213679)"
9385634032,81904097,0,9973446,False,,residential,7.285,,,,Stanley Street,,"LINESTRING (-97.1598981 33.2215145, -97.1599 33.221449)"
9385634032,9385634056,0,9973446,False,,residential,12.346,,,,Stanley Street,,"LINESTRING (-97.1598981 33.2215145, -97.1598949 33.2216255)"
9385634041,81875275,0,9970968,False,2,residential,73.45,,,,Panhandle Street,,"LINESTRING (-97.1591019 33.2217362, -97.1598913 33.2217513)"
9385634041,9385634045,0,9970968,False,2,residential,4.224,,,,Panhandle Street,,"LINESTRING (-97.1591019 33.2217362, -97.1590565 33.2217354)"
9385634045,9385634041,0,9970968,False,2,residential,4.224,,,,Panhandle Street,,"LINESTRING (-97.1590565 33.2217354, -97.1591019 33.2217362)"
9385634045,81875269,0,9970968,False,2,residential,35.869,,,,Panhandle Street,,"LINESTRING (-97.1590565 33.2217354, -97.158671 33.221728)"
9385634052,8002534507,0,9970968,False,2,residential,33.322,,,,Panhandle Street,,"LINESTRING (-97.1603382 33.2217556, -97.1606964 33.221759)"
9385634052,81875275,0,9970968,False,2,residential,41.574,,,,Panhandle Street,,"LINESTRING (-97.1603382 33.2217556, -97.1598913 33.2217513)"
9385634055,81875275,0,9973446,False,,residential,21.176,,,,Stanley Street,,"LINESTRING (-97.1598866 33.2219417, -97.1598913 33.2217513)"
9385634055,9385634064,0,9973446,False,,residential,75.851,,,,Stanley Street,,"LINESTRING (-97.1598866 33.2219417, -97.15987 33.2226237)"
9385634056,9385634032,0,9973446,False,,residential,12.346,,,,Stanley Street,,"LINESTRING (-97.1598949 33.2216255, -97.1598981 33.2215145)"
9385634056,81875275,0,9973446,False,,residential,13.992,,,,Stanley Street,,"LINESTRING (-97.1598949 33.2216255, -97.1598913 33.2217513)"
9385634057,81823070,0,9981976,False,,residential,221.424,,,,Thomas Street,,"LINESTRING (-97.1586681 33.2218491, -97.15862 33.22384)"
9385634057,81875269,0,9981976,False,,residential,13.468,,,,Thomas Street,,"LINESTRING (-97.1586681 33.2218491, -97.158671 33.221728)"
9385634062,9385634064,0,9973446,False,,residential,28.45,,,,Stanley Street,,"LINESTRING (-97.1598637 33.2228795, -97.15987 33.2226237)"
9385634062,81823074,0,9973446,False,,residential,107.937,,,,Stanley Street,,"LINESTRING (-97.1598637 33.2228795, -97.15984 33.22385)"
9385634064,9385634055,0,9973446,False,,residential,75.851,,,,Stanley Street,,"LINESTRING (-97.15987 33.2226237, -97.1598866 33.2219417)"
9385634064,9385634062,0,9973446,False,,residential,28.45,,,,Stanley Street,,"LINESTRING (-97.15987 33.2226237, -97.1598637 33.2228795)"
9422145796,2658994838,0,9962135,False,,tertiary,90.825,,,,Malone Street,,"LINESTRING (-97.1497918 33.2249543, -97.14977 33.2257709)"
9422145796,81777609,0,9962135,False,,tertiary,14.948,,,,Malone Street,,"LINESTRING (-97.1497918 33.2249543, -97.1497954 33.2248199)"
9463453103,2969171873,0,641546784,False,,residential,7.681,,,,Ponder Street,,"LINESTRING (-97.1473301 33.224086, -97.1474083 33.2241082)"
9463453103,2969171885,0,641546784,False,,residential,5.474,,,,Ponder Street,,"LINESTRING (-97.1473301 33.224086, -97.1472744 33.2240701)"
9502611051,81932055,0,9976949,False,,residential,7.554,,,,Egan Street,,"LINESTRING (-97.1403822 33.2203511, -97.140301 33.2203501)"
9502611051,8859163363,0,9976949,False,,residential,165.828,,,,Egan Street,,"LINESTRING (-97.1403822 33.2203511, -97.1421643 33.2203886)"
9502612885,8859155301,0,9981083,False,,tertiary,51.48,,,,West Congress Street,,"LINESTRING (-97.1397328 33.2193407, -97.1391795 33.2193316)"
9502612885,81932059,0,9981083,False,,tertiary,53.653,,,,West Congress Street,,"LINESTRING (-97.1397328 33.2193407, -97.1403094 33.2193522)"
9502612889,81800779,0,9964175,False,,residential,8.242,,,,Anderson Street,,"LINESTRING (-97.1404602 33.2179559, -97.1403716 33.2179557)"
9502612889,8859163370,0,9964175,False,,residential,166.013,,,,Anderson Street,,"LINESTRING (-97.1404602 33.2179559, -97.1422448 33.2179589)"
9502612898,81800779,0,9967447,False,,residential,33.141,,,,Mounts Street,,"LINESTRING (-97.1403774 33.2176577, -97.1403716 33.2179557)"
9502612898,81765383,0,9967447,False,,residential,81.406,,,,Mounts Street,,"LINESTRING (-97.1403774 33.2176577, -97.1403916 33.2169257)"
9504343720,81773675,0,197598195,False,,residential,97.987,,,,Linden Drive,,"LINESTRING (-97.1434367 33.2234068, -97.14449 33.223419)"
9504343720,81823095,0,197598195,False,,residential,10.354,,,,Linden Drive,,"LINESTRING (-97.1434367 33.2234068, -97.1433254 33.2234055)"
9504343739,81822391,0,9966184,False,,residential,90.594,,,,Broadway Street,,"LINESTRING (-97.1434424 33.2224102, -97.144416 33.222431)"
9504343739,81822388,0,9966184,False,,residential,7.686,,,,Broadway Street,,"LINESTRING (-97.1434424 33.2224102, -97.1433598 33.2224084)"
9504343744,81773668,0,9970968,False,2,residential,98.807,,,,Panhandle Street,,"LINESTRING (-97.1434883 33.2214128, -97.14455 33.22144)"
9504343744,81875255,0,9970968,False,2,residential,8.367,,,,Panhandle Street,,"LINESTRING (-97.1434883 33.2214128, -97.1433984 33.2214105)"
9504343749,81997141,0,9983371,False,,tertiary,115.236,,,,Fulton Street,,"LINESTRING (-97.1433223 33.2234944, -97.1432863 33.2245303)"
9504343749,81823095,0,9983371,False,,tertiary,9.889,,,,Fulton Street,,"LINESTRING (-97.1433223 33.2234944, -97.1433254 33.2234055)"
9504590079,5140200652,0,9983371,False,,tertiary,37.454,,,,Fulton Street,,"LINESTRING (-97.1432844 33.2245877, -97.143273 33.2249244)"
9504590079,81997141,0,9983371,False,,tertiary,6.385,,,,Fulton Street,,"LINESTRING (-97.1432844 33.2245877, -97.1432863 33.2245303)"
9504653026,7496257173,0,1038359131,False,,secondary,7.514,FM 426,,,East McKinney Street,,"LINESTRING (-97.1191299 33.2160414, -97.1192106 33.2160443)"
9504653105,81930492,0,555208674,False,,residential,8.341,,,,Frame Street,,"LINESTRING (-97.1248387 33.2163081, -97.1248403 33.2162331)"
9504653105,5357020254,0,555208674,False,,residential,3.981,,,,Frame Street,,"LINESTRING (-97.1248387 33.2163081, -97.1248379 33.2163439)"
9504677123,81905492,0,9983906,False,,residential,65.325,,,,Lehrman Street,,"LINESTRING (-97.1220956 33.2186458, -97.1213934 33.21864)"
9504677124,3037255517,0,9982619,False,,residential,52.193,,,,Texas Street,,"LINESTRING (-97.1216227 33.2222735, -97.1221837 33.2222822)"
9504677124,6473585512,0,9982619,False,,residential,12.83,,,,Texas Street,,"LINESTRING (-97.1216227 33.2222735, -97.1214848 33.2222713)"
9504677125,3037255519,0,1038359140,False,,residential,2.372,,,,Paisley Street,,"LINESTRING (-97.1221904 33.2204005, -97.1221649 33.2204001)"
9504677125,81970069,0,1038359140,False,,residential,57.646,,,,Paisley Street,,"LINESTRING (-97.1221904 33.2204005, -97.12281 33.22041)"
9504686040,81905498,0,9973569,False,,residential,9.318,,,,North Bradshaw Street,,"LINESTRING (-97.1214294 33.2161938, -97.12143 33.21611)"
9504686040,81905496,0,9973569,False,,residential,49.861,,,,North Bradshaw Street,,"LINESTRING (-97.1214294 33.2161938, -97.1214261 33.2166422)"
9504686053,81941900,0,9979430,False,,residential,10.756,,,,North Crawford Street,,"LINESTRING (-97.1202469 33.2161667, -97.12025 33.21607)"
9504686053,7496257163,0,9979430,False,,residential,2.603,,,,North Crawford Street,,"LINESTRING (-97.1202469 33.2161667, -97.1202462 33.2161901)"
9513229510,2973885368,0,1032499668,True,2,tertiary,8.362,,,,Avenue C,,"LINESTRING (-97.1507885 33.2071963, -97.1507886 33.2071211)"
9513229511,81976466,0,1032499667,True,3,tertiary,17.392,,,,Avenue C,,"LINESTRING (-97.1507899 33.2070274, -97.150792 33.206871)"
9513905170,81802971,0,453221109,False,,tertiary,16.099,,,,Duncan Street,,"LINESTRING (-97.1241088 33.2060689, -97.12403 33.20594)"
