u,v,key,osmid,oneway,lanes,highway,length,ref,maxspeed,bridge,name,junction,geometry
81773868,81802967,0,453221109,False,,tertiary,15.74,,,,Duncan Street,,"LINESTRING (-97.1241519 33.2063512, -97.12414 33.20621)"
81773868,9513953287,0,1039239398,False,,tertiary,7.962,,,,Lakey Street,,"LINESTRING (-97.1241519 33.2063512, -97.1241527 33.2064228)"
81773869,81773872,0,9961865,False,,tertiary,61.78,,,,Morse Street,,"LINESTRING (-97.123034 33.206345, -97.12237 33.206339)"
81773869,9558340375,0,9961865,False,,tertiary,96.463,,,,Morse Street,,"LINESTRING (-97.123034 33.206345, -97.1240708 33.2063508)"
81773872,6472813999,0,9961865,False,,tertiary,26.404,,,,Morse Street,,"LINESTRING (-97.12237 33.206339, -97.1220862 33.206339)"
81773872,81773869,0,9961865,False,,tertiary,61.78,,,,Morse Street,,"LINESTRING (-97.12237 33.206339, -97.123034 33.206345)"
81773874,81773876,0,9961865,False,,tertiary,58.613,,,,Morse Street,,"LINESTRING (-97.12148 33.206339, -97.1208501 33.20633)"
81773874,7051573240,0,9961865,False,,tertiary,17.724,,,,Morse Street,,"LINESTRING (-97.12148 33.206339, -97.1216705 33.206339)"
81773876,81773874,0,9961865,False,,tertiary,58.613,,,,Morse Street,,"LINESTRING (-97.1208501 33.20633, -97.12148 33.206339)"
81773876,7051573249,0,9966609,False,,residential,30.814,,,,Bushey Street,,"LINESTRING (-97.1208501 33.20633, -97.1208461 33.2066071)"
81773922,81773924,0,9961867,False,,residential,39.957,,,,Jackson Street,,"LINESTRING (-97.1253207 33.2068366, -97.12508 33.206539)"
81773922,1549948224,0,9962444,False,,residential,23.714,,,,Jackson Street,,"LINESTRING (-97.1253207 33.2068366, -97.1254439 33.2070233)"
81773922,81866718,0,9970222,False,,residential,13.973,,,,Hill Alley Street,,"LINESTRING (-97.1253207 33.2068366, -97.1251988 33.20691)"
81773924,81773927,0,9961867,False,,residential,10.982,,,,Jackson Street,,"LINESTRING (-97.12508 33.206539, -97.1250239 33.2064521)"
81773924,81773922,0,9961867,False,,residential,39.957,,,,Jackson Street,,"LINESTRING (-97.12508 33.206539, -97.1253207 33.2068366)"
81773927,81773864,0,9961867,False,,residential,8.461,,,,Jackson Street,,"LINESTRING (-97.1250239 33.2064521, -97.1250008 33.2063785)"
81773927,81773924,0,9961867,False,,residential,10.982,,,,Jackson Street,,"LINESTRING (-97.1250239 33.2064521, -97.12508 33.206539)"
81774424,8859235360,0,9961903,False,,residential,6.262,,,,Pirtle Street,,"LINESTRING (-97.1261775 33.2240402, -97.1261102 33.2240387)"
81774424,8594032345,0,9963430,False,,residential,39.121,,,,Vine Street,,"LINESTRING (-97.1261775 33.2240402, -97.1261823 33.2236884)"
81774424,1549948242,0,9963430,False,,residential,18.348,,,,Vine Street,,"LINESTRING (-97.1261775 33.2240402, -97.1261752 33.2242052)"
81774425,3108263665,0,9961903,False,,residential,11.65,,,,Pirtle Street,,"LINESTRING (-97.1257497 33.2240307, -97.1256245 33.224028)"
81774425,8194051084,0,9961903,False,,residential,5.946,,,,Pirtle Street,,"LINESTRING (-97.1257497 33.2240307, -97.1258136 33.2240321)"
81774426,8194051083,0,9961903,False,,residential,22.695,,,,Pirtle Street,,"LINESTRING (-97.1252197 33.224019, -97.1249758 33.2240136)"
81774426,8194051073,0,9961903,False,,residential,29.786,,,,Pirtle Street,,"LINESTRING (-97.1252197 33.224019, -97.1255398 33.2240261)"
81774427,8194051083,0,9961903,False,,residential,24.295,,,,Pirtle Street,,"LINESTRING (-97.1247147 33.2240079, -97.1249758 33.2240136)"
81774427,8594032347,0,9976007,False,,residential,37.621,,,,Frame Street,,"LINESTRING (-97.1247147 33.2240079, -97.1247202 33.2236696)"
81774427,6041349703,0,9976007,False,,residential,7.273,,,,Frame Street,,"LINESTRING (-97.1247147 33.2240079, -97.1247136 33.2240733)"
81777582,81777584,0,9962135,False,,tertiary,21.343,,,,Malone Street,,"LINESTRING (-97.149931 33.219538, -97.1499264 33.2197299)"
81777582,2657172908,0,9962135,False,,tertiary,30.153,,,,Malone Street,,"LINESTRING (-97.149931 33.219538, -97.1499386 33.2192669)"
81777584,81777586,0,9962135,False,,tertiary,28.884,,,,Malone Street,,"LINESTRING (-97.1499264 33.2197299, -97.1499197 33.2199896)"
81777584,81777582,0,9962135,False,,tertiary,21.343,,,,Malone Street,,"LINESTRING (-97.1499264 33.2197299, -97.149931 33.219538)"
81777584,9540501634,0,9981080,False,,residential,6.513,,,,West Congress Street,,"LINESTRING (-97.1499264 33.2197299, -97.1498566 33.2197253)"
81777586,81777588,0,9962135,False,,tertiary,62.359,,,,Malone Street,,"LINESTRING (-97.1499197 33.2199896, -97.1499067 33.2205503)"
81777586,81777584,0,9962135,False,,tertiary,28.884,,,,Malone Street,,"LINESTRING (-97.1499197 33.2199896, -97.1499264 33.2197299)"
81777586,8822900142,0,9969264,False,,residential,7.395,,,,Sena Street,,"LINESTRING (-97.1499197 33.2199896, -97.1499992 33.2199899)"
81777588,81777592,0,9962135,False,,tertiary,74.504,,,,Malone Street,,"LINESTRING (-97.1499067 33.2205503, -97.1498907 33.2212202)"
81777588,81777586,0,9962135,False,,tertiary,62.359,,,,Malone Street,,"LINESTRING (-97.1499067 33.2205503, -97.1499197 33.2199896)"
81777588,9540501635,0,9976949,False,,residential,6.632,,,,Egan Street,,"LINESTRING (-97.1499067 33.2205503, -97.1498354 33.2205502)"
81777592,8859141901,0,9962135,False,,tertiary,30.485,,,,Malone Street,,"LINESTRING (-97.1498907 33.2212202, -97.1498841 33.2214943)"
81777592,81777588,0,9962135,False,,tertiary,74.504,,,,Malone Street,,"LINESTRING (-97.1498907 33.2212202, -97.1499067 33.2205503)"
81777592,8822900140,0,9970889,False,,residential,7.414,,,,Crow Street,,"LINESTRING (-97.1498907 33.2212202, -97.1499704 33.2212207)"
81777594,8859141900,0,9962135,False,,tertiary,7.986,,,,Malone Street,,"LINESTRING (-97.1498828 33.2215503, -97.1498809 33.2216221)"
81777594,8859141901,0,9962135,False,,tertiary,6.228,,,,Malone Street,,"LINESTRING (-97.1498828 33.2215503, -97.1498841 33.2214943)"
81777594,8822900139,0,9970968,False,2,residential,6.737,,,,Panhandle Street,,"LINESTRING (-97.1498828 33.2215503, -97.1499552 33.2215518)"
81777594,81875261,0,9970968,False,2,residential,220.95,,,,Panhandle Street,,"LINESTRING (-97.1498828 33.2215503, -97.147508 33.221511)"
81777596,81777600,0,9962135,False,,tertiary,110.122,,,,Malone Street,,"LINESTRING (-97.1498561 33.2225499, -97.1498296 33.22354)"
81777596,7998852992,0,9962135,False,,tertiary,48.749,,,,Malone Street,,"LINESTRING (-97.1498561 33.2225499, -97.1498678 33.2221116)"
81777596,8822900136,0,9966184,False,,residential,8.998,,,,Broadway Street,,"LINESTRING (-97.1498561 33.2225499, -97.1499528 33.2225519)"
81777596,81822398,0,9966184,False,,residential,222.957,,,,Broadway Street,,"LINESTRING (-97.1498561 33.2225499, -97.14746 33.222499)"
81777600,81777605,0,9962135,False,,tertiary,15.56,,,,Malone Street,,"LINESTRING (-97.1498296 33.22354, -97.1498259 33.2236799)"
81777600,81777596,0,9962135,False,,tertiary,110.122,,,,Malone Street,,"LINESTRING (-97.1498296 33.22354, -97.1498561 33.2225499)"
81777600,81823103,0,197598195,False,,residential,223.308,,,,Linden Drive,,"LINESTRING (-97.1498296 33.22354, -97.14743 33.22348)"
81777605,2968200597,0,9962135,False,,tertiary,37.059,,,,Malone Street,,"LINESTRING (-97.1498259 33.2236799, -97.149817 33.2240131)"
81777605,81777600,0,9962135,False,,tertiary,15.56,,,,Malone Street,,"LINESTRING (-97.1498259 33.2236799, -97.1498296 33.22354)"
81777605,8822900134,0,953181028,False,2,residential,8.577,,,,Linden Drive,,"LINESTRING (-97.1498259 33.2236799, -97.1499181 33.2236805)"
81777609,9422145796,0,9962135,False,,tertiary,14.948,,,,Malone Street,,"LINESTRING (-97.1497954 33.2248199, -97.1497918 33.2249543)"
81777609,2969171846,0,9962135,False,,tertiary,55.456,,,,Malone Street,,"LINESTRING (-97.1497954 33.2248199, -97.1498087 33.2243213)"
81777609,8822900132,0,9977647,False,,residential,8.001,,,,Carlton Street,,"LINESTRING (-97.1497954 33.2248199, -97.1498814 33.2248211)"
81780357,8822850220,0,644907199,False,,residential,34.516,,,,North Austin Street,,"LINESTRING (-97.1311183 33.2219514, -97.1311157 33.221641)"
81780357,8597334075,0,644907199,False,,residential,28.478,,,,North Austin Street,,"LINESTRING (-97.1311183 33.2219514, -97.1311157 33.2222075)"
81780359,8859246585,0,9973802,False,,residential,5.824,,,,Hann Street,,"LINESTRING (-97.1311131 33.2215821, -97.1310505 33.2215815)"
81780359,8859246606,0,9973802,False,,residential,6.197,,,,Hann Street,,"LINESTRING (-97.1311131 33.2215821, -97.1311797 33.2215808)"
81780359,8822880087,0,644907199,False,,residential,5.894,,,,North Austin Street,,"LINESTRING (-97.1311131 33.2215821, -97.1311125 33.2215291)"
81780359,8822850220,0,644907199,False,,residential,6.554,,,,North Austin Street,,"LINESTRING (-97.1311131 33.2215821, -97.1311157 33.221641)"
81780361,8822880093,0,644907199,False,,residential,4.059,,,,North Austin Street,,"LINESTRING (-97.131118 33.220471, -97.1311187 33.2204345)"
81780361,8822880087,0,644907199,False,,residential,117.657,,,,North Austin Street,,"LINESTRING (-97.131118 33.220471, -97.1311125 33.2215291)"
81780362,8859246586,0,9963410,False,,residential,5.063,,,,Marshall Street,,"LINESTRING (-97.13112 33.22036, -97.1310659 33.220355)"
81780362,8859246599,0,9963410,False,,residential,6.253,,,,Marshall Street,,"LINESTRING (-97.13112 33.22036, -97.1311858 33.2203715)"
81780362,81780363,0,644907199,False,,residential,9.796,,,,North Austin Street,,"LINESTRING (-97.13112 33.22036, -97.131115 33.220272)"
81780362,8822880093,0,644907199,False,,residential,8.285,,,,North Austin Street,,"LINESTRING (-97.13112 33.22036, -97.1311187 33.2204345)"
81780363,81780366,0,644907199,False,,residential,8.118,,,,North Austin Street,,"LINESTRING (-97.131115 33.220272, -97.131116 33.220199)"
81780363,81780362,0,644907199,False,,residential,9.796,,,,North Austin Street,,"LINESTRING (-97.131115 33.220272, -97.13112 33.22036)"
81780366,81780368,0,644907199,False,,residential,32.14,,,,North Austin Street,,"LINESTRING (-97.131116 33.220199, -97.13111 33.21991)"
81780366,81780363,0,644907199,False,,residential,8.118,,,,North Austin Street,,"LINESTRING (-97.131116 33.220199, -97.131115 33.220272)"
81780368,8859246572,0,644907199,False,,residential,63.376,,,,North Austin Street,,"LINESTRING (-97.13111 33.21991, -97.1311193 33.2193401)"
81780368,81780366,0,644907199,False,,residential,32.14,,,,North Austin Street,,"LINESTRING (-97.13111 33.21991, -97.131116 33.220199)"
81780369,8859246577,0,9970940,False,,tertiary,3.935,,,,East Congress Street,,"LINESTRING (-97.13112 33.2192957, -97.1310777 33.2192956)"
81780369,8859246602,0,9970940,False,,tertiary,6.605,,,,East Congress Street,,"LINESTRING (-97.13112 33.2192957, -97.131191 33.2192959)"
81780369,8859246566,0,644907199,False,,residential,5.182,,,,North Austin Street,,"LINESTRING (-97.13112 33.2192957, -97.13112 33.2192491)"
81780369,8859246572,0,644907199,False,,residential,4.937,,,,North Austin Street,,"LINESTRING (-97.13112 33.2192957, -97.1311193 33.2193401)"
81780371,81780373,0,644907199,False,,residential,6.736,,,,North Austin Street,,"LINESTRING (-97.13112 33.2187, -97.13113 33.21864)"
81780371,8859246566,0,644907199,False,,residential,61.057,,,,North Austin Street,,"LINESTRING (-97.13112 33.2187, -97.13112 33.2192491)"
81780373,81780375,0,644907199,False,,residential,6.69,,,,North Austin Street,,"LINESTRING (-97.13113 33.21864, -97.13117 33.21859)"
81780373,81780371,0,644907199,False,,residential,6.736,,,,North Austin Street,,"LINESTRING (-97.13113 33.21864, -97.13112 33.2187)"
81780375,81780376,0,644907199,False,,residential,8.663,,,,North Austin Street,,"LINESTRING (-97.13117 33.21859, -97.13126 33.21857)"
81780375,81780373,0,644907199,False,,residential,6.69,,,,North Austin Street,,"LINESTRING (-97.13117 33.21859, -97.13113 33.21864)"
81780376,81780377,0,644907199,False,,residential,13.212,,,,North Austin Street,,"LINESTRING (-97.13126 33.21857, -97.1314 33.21855)"
81780376,81780375,0,644907199,False,,residential,8.663,,,,North Austin Street,,"LINESTRING (-97.13126 33.21857, -97.13117 33.21859)"
81780377,81780378,0,644907199,False,,residential,6.436,,,,North Austin Street,,"LINESTRING (-97.1314 33.21855, -97.13145 33.21851)"
81780377,81780376,0,644907199,False,,residential,13.212,,,,North Austin Street,,"LINESTRING (-97.1314 33.21855, -97.13126 33.21857)"
81780378,81780380,0,644907199,False,,residential,6.69,,,,North Austin Street,,"LINESTRING (-97.13145 33.21851, -97.13149 33.21846)"
81780378,81780377,0,644907199,False,,residential,6.436,,,,North Austin Street,,"LINESTRING (-97.13145 33.21851, -97.1314 33.21855)"
81780380,8981398478,0,644907199,False,,residential,1.167,,,,North Austin Street,,"LINESTRING (-97.13149 33.21846, -97.1314934 33.2184499)"
81780380,81780378,0,644907199,False,,residential,6.69,,,,North Austin Street,,"LINESTRING (-97.13149 33.21846, -97.13145 33.21851)"
81780381,81780383,0,644907199,False,,residential,6.783,,,,North Austin Street,,"LINESTRING (-97.13151 33.2184, -97.13151 33.218339)"
81780381,8981398478,0,644907199,False,,residential,5.76,,,,North Austin Street,,"LINESTRING (-97.13151 33.2184, -97.1314934 33.2184499)"
81780383,2658666007,0,644907199,False,,residential,14.464,,,,North Austin Street,,"LINESTRING (-97.13151 33.218339, -97.13149 33.21821)"
81780383,81780381,0,644907199,False,,residential,6.783,,,,North Austin Street,,"LINESTRING (-97.13151 33.218339, -97.13151 33.2184)"
81780387,8501497775,0,9962399,False,,residential,43.439,,,,North Austin Street,,"LINESTRING (-97.13181 33.21661, -97.1318176 33.2162194)"
81780387,1439707816,0,521609574,False,,secondary,39.015,FM 426,,,East McKinney Street,,"LINESTRING (-97.13181 33.21661, -97.1313922 33.2165794)"
81780387,81796216,0,521609574,False,,secondary,56.757,FM 426,,,East McKinney Street,,"LINESTRING (-97.13181 33.21661, -97.13242 33.21662)"
81780392,8863376268,0,9962399,False,,residential,47.515,,,,North Austin Street,,"LINESTRING (-97.1318206 33.2160618, -97.1318238 33.2156345)"
81780392,8501497775,0,9962399,False,,residential,17.527,,,,North Austin Street,,"LINESTRING (-97.1318206 33.2160618, -97.1318176 33.2162194)"
81780392,81798223,0,9963790,False,,residential,57.596,,,,East Pecan Street,,"LINESTRING (-97.1318206 33.2160618, -97.1324396 33.2160725)"
81780394,7832398234,0,9962399,False,,residential,7.261,,,,North Austin Street,,"LINESTRING (-97.1318246 33.2155256, -97.1318247 33.2154603)"
81780394,8863376268,0,9962399,False,,residential,12.109,,,,North Austin Street,,"LINESTRING (-97.1318246 33.2155256, -97.1318238 33.2156345)"
81780394,6148153940,0,9974293,False,2,secondary,47.762,,20 mph,,East Oak Street,,"LINESTRING (-97.1318246 33.2155256, -97.132338 33.215529)"
81780394,7051395374,0,9974293,False,2,secondary,44.776,,20 mph,,East Oak Street,,"LINESTRING (-97.1318246 33.2155256, -97.1313433 33.2155224)"
81780609,81780611,0,9962423,False,,residential,125.664,,,,Aileen Street,,"LINESTRING (-97.15325 33.22375, -97.15327 33.22262)"
81780609,81823044,0,953181028,False,2,residential,139.463,,,,Linden Drive,,"LINESTRING (-97.15325 33.22375, -97.1517515 33.223709)"
81780609,81780629,0,953181028,False,2,residential,8.372,,,,Linden Drive,,"LINESTRING (-97.15325 33.22375, -97.15334 33.22375)"
81780611,81780614,0,9962423,False,,residential,110.23,,,,Aileen Street,,"LINESTRING (-97.15327 33.22262, -97.1533 33.221629)"
81780611,81780609,0,9962423,False,,residential,125.664,,,,Aileen Street,,"LINESTRING (-97.15327 33.22262, -97.15325 33.22375)"
81780611,2657172879,0,9966184,False,,residential,128.285,,,,Broadway Street,,"LINESTRING (-97.15327 33.22262, -97.1518913 33.2225919)"
81780614,81780611,0,9962423,False,,residential,110.23,,,,Aileen Street,,"LINESTRING (-97.1533 33.221629, -97.15327 33.22262)"
81780614,81874399,0,9970889,False,,residential,31.037,,,,Crow Street,,"LINESTRING (-97.1533 33.221629, -97.15331 33.22135)"
81780614,81875267,0,9970968,False,2,residential,165.064,,,,Panhandle Street,,"LINESTRING (-97.1533 33.221629, -97.1550738 33.2216701)"
81780614,81875262,0,9970968,False,2,residential,182.403,,,,Panhandle Street,,"LINESTRING (-97.1533 33.221629, -97.15134 33.22158)"
81780620,81780622,0,9962424,False,,residential,73.412,,,,Aileen Street,,"LINESTRING (-97.15328 33.22583, -97.1533 33.22517)"
81780620,81884349,0,9976628,False,,residential,147.35,,,,Crescent Street,,"LINESTRING (-97.15328 33.22583, -97.1516962 33.225803)"
81780622,81780626,0,9962424,False,,residential,33.371,,,,Aileen Street,,"LINESTRING (-97.1533 33.22517, -97.15331 33.22487)"
81780622,81780620,0,9962424,False,,residential,73.412,,,,Aileen Street,,"LINESTRING (-97.1533 33.22517, -97.15328 33.22583)"
81780622,8597449832,0,1020547664,False,2,residential,146.419,,,,Crescent Street,,"LINESTRING (-97.1533 33.22517, -97.1548735 33.2252064)"
81780626,81780629,0,9962424,False,,residential,124.57,,,,Aileen Street,,"LINESTRING (-97.15331 33.22487, -97.15334 33.22375)"
81780626,81780622,0,9962424,False,,residential,33.371,,,,Aileen Street,,"LINESTRING (-97.15331 33.22487, -97.1533 33.22517)"
81780626,81884353,0,9977647,False,,residential,147.79,,,,Carlton Street,,"LINESTRING (-97.15331 33.22487, -97.1517214 33.2248471)"
81780629,81780626,0,9962424,False,,residential,124.57,,,,Aileen Street,,"LINESTRING (-97.15334 33.22375, -97.15331 33.22487)"
81780629,81780609,0,953181028,False,2,residential,8.372,,,,Linden Drive,,"LINESTRING (-97.15334 33.22375, -97.15325 33.22375)"
81780629,81823053,0,953181028,False,2,residential,156.948,,,,Linden Drive,,"LINESTRING (-97.15334 33.22375, -97.1550271 33.2237703)"
81780795,81780796,0,9962444,False,,residential,6.853,,,,Jackson Street,,"LINESTRING (-97.12611 33.208579, -97.1261305 33.2085198)"
81780795,81839699,0,141599899,False,,residential,7.95,,,,Martin Street,,"LINESTRING (-97.12611 33.208579, -97.12604 33.20862)"
81780796,81780797,0,9962444,False,,residential,107.984,,,,Jackson Street,,"LINESTRING (-97.1261305 33.2085198, -97.1258118 33.207586)"
81780796,81780795,0,9962444,False,,residential,6.853,,,,Jackson Street,,"LINESTRING (-97.1261305 33.2085198, -97.12611 33.208579)"
81780797,81780798,0,9962444,False,,residential,11.354,,,,Jackson Street,,"LINESTRING (-97.1258118 33.207586, -97.1257748 33.2074887)"
81780797,81780796,0,9962444,False,,residential,107.984,,,,Jackson Street,,"LINESTRING (-97.1258118 33.207586, -97.1261305 33.2085198)"
81780798,81780799,0,9962444,False,,residential,14.545,,,,Jackson Street,,"LINESTRING (-97.1257748 33.2074887, -97.1257475 33.2073599)"
81780798,81780797,0,9962444,False,,residential,11.354,,,,Jackson Street,,"LINESTRING (-97.1257748 33.2074887, -97.1258118 33.207586)"
81780799,9513905172,0,9962444,False,,residential,26.659,,,,Jackson Street,,"LINESTRING (-97.1257475 33.2073599, -97.1255614 33.2071776)"
81780799,81780798,0,9962444,False,,residential,14.545,,,,Jackson Street,,"LINESTRING (-97.1257475 33.2073599, -97.1257748 33.2074887)"
81781799,81797193,0,152774063,True,,secondary,13.287,,,,West Oak Street,,"LINESTRING (-97.1613779 33.215805, -97.1615202 33.2157947)"
81781799,8859113991,0,737067186,False,,secondary,6.763,,,,North Bonnie Brae Street,,"LINESTRING (-97.1613779 33.215805, -97.1613797 33.2158658)"
81781799,8863435960,0,1026483060,False,,secondary,7.439,,,,North Bonnie Brae Street,,"LINESTRING (-97.1613779 33.215805, -97.1613786 33.2157381)"
